Network,score,WCut,nWCut,graph ratio,nGraph,leak + skip,nls,Baseline,RE,PFL,NFL,ACDC1,ACDC2,ACDC3,Strict Verd,Reinitz,Ultra Strong
17337,0.17234218149240688,0.02673938616251688,0.03518746753383641,0.11580766847920135,0.4602243684250606,0.9930409239059579,0.0216147085183237,True,3,3,4,False,False,False,False,False,False
17381,0.1932777789151092,0.05907453312544709,0.09385739532773567,0.08337828134419024,0.322432112992258,0.9473459254273944,0.16354382842533388,True,3,4,3,False,False,False,False,False,False
17409,0.28793515451685137,0.18832617720393569,0.3283757240683236,0.10091025417519048,0.3969253517485973,0.9554075353708718,0.13850438773363316,False,7,3,4,False,False,False,True,False,False
17427,0.27295898282008474,0.031499307521143695,0.043824021520599776,0.13937118493585385,0.560345596895171,0.9308735050377183,0.2147073300444835,True,5,4,3,False,False,False,False,False,False
17445,0.06588788960166338,0.05175078407632681,0.0805689501450023,0.03474299761121619,0.11578110810953816,0.9995769937509831,0.001313610550449651,True,5,5,2,False,False,False,False,False,False
17547,0.17900165841276694,0.0569362909476736,0.08997770013662798,0.045898583170505436,0.16318111873843288,0.9086138125551948,0.28384615636323995,True,4,3,4,False,False,False,False,False,False
17803,0.18542163913273893,0.12697109902039094,0.21705110225836577,0.04705709601649432,0.1681036323009646,0.9449098886673406,0.17111018283888646,True,4,3,4,False,False,False,False,False,False
17833,0.2009267201991122,0.10743214796895958,0.1815990027621052,0.07532450362270135,0.288211663731892,0.9571895301875872,0.13296949410333947,True,4,2,5,False,False,False,False,False,False
17839,0.1869566074501444,0.07382218794967757,0.1206160132693485,0.06233442838724849,0.23301691837691685,0.9332786613193438,0.20723689070416773,True,2,3,4,False,False,False,False,False,False
17879,0.09046405717053126,0.05733750364037058,0.0907056733150865,0.04866405592145807,0.1749315945061455,0.9981470906880732,0.005754903690361801,True,2,2,5,False,False,False,False,False,False
17883,0.07389097072881262,0.034028410556939365,0.04841290718929868,0.04742883308817122,0.16968314070552043,0.9988483245650748,0.003576864291618742,True,2,3,4,False,False,False,False,False,False
17921,0.1825721962232715,0.013157536182923913,0.010544123295326687,0.09359604545179018,0.36584732636045997,0.9448406821359221,0.1713251390140279,True,7,4,2,False,False,False,False,False,True
17952,0.47083625101761317,0.2627973890447225,0.4634986794837456,0.12985282512964366,0.5199021478636393,0.8618458460277134,0.42910792570545475,False,7,4,2,False,False,False,False,True,True
17960,0.24005261190752822,0.1002002226352447,0.16847716547383348,0.11088755668772704,0.4393188453602461,0.9638243026291804,0.11236182488850499,True,6,4,2,False,False,False,False,False,False
17962,0.17799331949849315,0.05865529331049607,0.09309671316044252,0.08578307751163979,0.33265007629787,0.9651535500941757,0.10823316903716684,True,5,2,4,False,False,False,False,False,False
17964,0.14283832185470433,0.06358579500417366,0.10204277357845735,0.06403018832702466,0.24022219135360187,0.9722311733999764,0.08625000063205379,True,5,2,4,False,False,False,False,False,False
17983,0.11245724297177484,0.0737692339802382,0.1205199318887081,0.05579146186054979,0.20521589607631965,0.9962536655683991,0.011635900950296763,True,2,2,4,False,False,False,False,False,False
18030,0.16580423137673464,0.05807125431688019,0.09203701407747414,0.08286585654915223,0.32025482336436517,0.9725947085985513,0.08512085668836467,True,3,2,4,False,False,False,False,False,False
18038,0.13925837362608046,0.049926750609323514,0.0772593653169072,0.07291618468058084,0.2779787321795698,0.9798657198558702,0.06253702338176437,True,3,2,4,False,False,False,False,False,False
18044,0.1782071410789218,0.19900719006046608,0.3477556963868895,0.0514695275619504,0.18685202529587375,0.9999955078631952,1.3701554002154559e-05,True,3,2,4,False,False,False,False,False,False
18053,0.05611995561107552,0.029390978286690343,0.03999860133330474,0.012258821986936522,0.02024599183002178,0.9651915072704861,0.10811527366990004,False,5,4,2,False,False,False,False,False,True
18080,0.499520389280756,0.1712471710191979,0.29738702744050655,0.17269028407741044,0.7019182328685357,0.8392612493995202,0.4992559075332257,False,6,4,2,False,False,False,False,False,True
18176,0.307236314106377,0.10872297714510687,0.18394112462243387,0.09719479144896456,0.38113837474247125,0.8851807625072625,0.35662944295422583,False,8,3,4,True,True,True,False,True,True
18178,0.23766699817927575,0.08656744643336421,0.14374141906415533,0.05777646551116552,0.213650163702839,0.8855091681466674,0.35560941177083294,False,7,3,4,True,False,True,False,False,False
18193,0.24877937348871923,0.025841790083050147,0.03355884041700985,0.13480582108270941,0.5409473955176,0.9446775321377592,0.17183188453154785,False,6,5,2,True,False,False,False,False,True
18195,0.16811323327705255,0.03550955988890509,0.05110035204483109,0.07558164782530778,0.2893042677796064,0.9472199594492505,0.1639350800067202,False,5,3,4,True,False,False,False,False,False
18215,0.18291361917983673,0.17454494547068347,0.3033706151808386,0.05140110551300577,0.18656130045404548,0.981065999809254,0.058808941904626155,True,4,4,3,False,False,False,False,False,False
18251,0.1656582597962892,0.07756440141623981,0.12740600541394173,0.0650014196090773,0.24434894676664026,0.9596845855871478,0.12521982720828562,True,4,7,0,False,False,False,False,False,False
18259,0.3104125136356053,0.1369213909444231,0.2351052310792568,0.123715490348381,0.4938246522163852,0.934865659807268,0.20230765761117386,False,4,3,4,True,False,False,False,False,False
18312,0.10661162743723179,0.030092090873789053,0.041270722499404035,0.013168023462316382,0.02410918299715204,0.9180764929805619,0.2544549768151393,False,6,5,2,False,False,True,False,False,True
18321,0.2506183071286611,0.026835257186889443,0.03536141899550485,0.1338134298661121,0.5367307316800334,0.9421241320172214,0.17976277071044522,True,5,4,3,False,False,False,False,False,True
18342,0.18099297068629885,0.04293591802838379,0.06457497445227996,0.07179078535489172,0.2731969177498471,0.9339321913725444,0.2052070198567696,True,4,2,5,False,False,False,False,False,False
18352,0.19711138417051322,0.022759990864210124,0.02796712506615887,0.11039705704296282,0.43723471555354737,0.9593908052392266,0.12613231189183338,False,5,3,4,False,True,False,False,False,False
18376,0.06977492035068879,0.04629936427920543,0.0706777192117392,0.013551915629000202,0.02574033832149181,0.9636488754286153,0.11290670351883536,False,5,3,4,False,False,True,False,False,False
18385,0.2171046826504283,0.04578093039955103,0.06973705615181541,0.09165711877494424,0.35760883949639616,0.9278919233912333,0.22396815230307332,True,4,2,5,False,False,False,False,False,False
18445,0.027545077135275698,0.028215880289910244,0.037866465836877826,0.011792595022029725,0.018264996482479708,0.9914668592223369,0.026503769086469564,True,5,5,2,False,False,False,False,False,False
18448,0.1256919012633695,0.013677201375637056,0.011487020489158397,0.08112276266531754,0.312848428766627,0.9830198529743731,0.05274025453432307,True,7,3,4,False,False,False,False,False,False
18475,0.1912139965977607,0.06250506195241942,0.10008185686502498,0.088007649398971,0.34210226780712133,0.9576762089191062,0.13145786512113578,True,4,3,4,False,False,False,False,False,False
18615,0.11959713676929777,0.07435028711093994,0.12157421332623403,0.04830292175579217,0.1733971377804054,0.9794526381721542,0.06382005920125389,True,2,3,4,False,False,False,False,False,False
18798,0.11966244344290022,0.05963669754465374,0.09487740448127269,0.05701358523412695,0.21040869035766877,0.9827104589379319,0.05370123548975925,True,3,2,5,False,False,False,False,False,False
18887,0.09527967687490131,0.06155586322952594,0.09835960025681889,0.04804183284262774,0.17228777268313578,0.9951088666809164,0.015191657684749282,True,3,0,7,False,False,False,False,False,False
18922,0.2624665796957721,0.06652848982350887,0.10738209344509675,0.06878092866120458,0.2604080561957872,0.8649038968434254,0.41960958944643223,True,3,3,4,False,False,False,False,False,False
18969,0.1961779956496569,0.013854343382008475,0.011808432627318531,0.09864342413622768,0.38729360562736714,0.9390110776028067,0.18943194869428504,False,5,4,2,False,False,False,False,False,True
19038,0.14762944761529848,0.0517831267349788,0.08062763370224577,0.08286585654915223,0.32025482336436517,0.986475852449683,0.042005885779284435,True,3,2,4,False,False,False,False,False,False
19073,0.2676374926168554,0.12989464077452276,0.2223556701891688,0.06586652501243134,0.24802477400996686,0.8929390793498527,0.33253203365143036,True,6,2,4,False,False,False,False,False,True
19244,0.1404071698093497,0.05149190418670441,0.08009923016974284,0.08449615592420875,0.32718195482647044,0.995511741518198,0.013940324431835793,True,5,4,3,False,False,False,False,False,False
19281,0.2970587301004221,0.0733730738637206,0.11980112626652999,0.09506059476998488,0.37207018690686705,0.8714411303520408,0.3993048771278692,True,5,1,6,False,False,False,False,False,False
19597,0.07457042602500524,0.052841664363684565,0.08254827832818455,0.031819552763269546,0.10335940992711776,0.9878288088239978,0.037803589819713435,True,4,2,4,False,False,False,False,False,False
19633,0.275743930309385,0.17080417579637236,0.2965832426992152,0.10963966258659803,0.4340165514248107,0.9688886225577091,0.09663199680412915,True,4,3,3,False,False,False,False,False,False
19637,0.1750252166632158,0.09365619039644396,0.15660346348102844,0.0621674152387345,0.23230728059298753,0.9561607466793351,0.13616490591563146,True,3,3,3,False,False,False,False,False,False
19672,0.1856004107482573,0.05622321873727615,0.08868387904641255,0.09845896278050792,0.38650983052427934,0.9737258492167882,0.08160752267408,True,4,2,4,False,False,False,False,False,False
19702,0.23631856913021085,0.101054870088474,0.17002786522564495,0.09333114806456629,0.36472177908163306,0.9439131499913489,0.1742060630833545,True,2,3,3,False,False,False,False,False,False
19712,0.2619114469613337,0.01625939278707734,0.016172231409427536,0.14411708173643528,0.5805108815945366,0.9391336531323331,0.18905122788003703,False,8,4,2,False,False,False,False,False,True
19730,0.19810468477152884,0.08321053150281124,0.13765052494168256,0.0798188602477957,0.3073081558583966,0.9519139902895465,0.14935537351450734,False,6,4,2,False,False,False,False,False,True
19776,0.32626499606356957,0.019304489087831077,0.021697351808462884,0.12403790555559283,0.49519459233898433,0.8512872454844829,0.46190304404326155,False,7,6,0,False,False,False,False,False,True
19778,0.2699676345502407,0.024447244600398446,0.031028532363476594,0.0925576692410594,0.36143527258131564,0.8656027003810642,0.41743909870593,False,6,4,2,False,False,False,False,False,True
19842,0.16361129540811056,0.023140331526897644,0.028657227363901402,0.08092898643723391,0.3120250748313293,0.9516576451626493,0.150151584029101,False,6,4,2,False,False,False,False,False,True
19850,0.11386439850349957,0.025980560696271866,0.03381063026868324,0.06841264022744005,0.2588432010313354,0.9842435742070489,0.04893936421048006,True,5,2,4,False,False,False,False,False,False
19872,0.15178908005474276,0.03450891186685636,0.049284744178010154,0.054813146976524535,0.20105904248448025,0.9339912917482769,0.2050234535017379,True,6,1,5,False,False,False,False,False,False
19910,0.12524420960400207,0.027021510256961846,0.035699362539879875,0.07192818712981854,0.2737807369996163,0.9786694886938934,0.06625252927251002,True,4,2,4,False,False,False,False,False,False
20093,0.3178326124407759,0.2106149866900312,0.3688172549096821,0.07681264976731365,0.294534787040577,0.9065856030157252,0.2901457953720685,True,2,3,2,False,False,False,False,False,False
20112,0.2762699972948367,0.06961712631587881,0.11298621456434481,0.1407872399083623,0.5663624052815411,0.9518798633788644,0.1494613720386242,True,6,4,1,False,False,False,False,False,True
20160,0.10829235896290106,0.03546552124770469,0.051020446921705126,0.04194049199143795,0.14636321501111954,0.9589525893010071,0.12749341495587851,False,6,4,1,False,False,False,False,False,True
20241,0.3130915127456523,0.15608390475298814,0.26987431076789997,0.14918718202568404,0.6020537048127975,0.9783172704455259,0.0673465226562594,False,6,4,3,False,False,False,True,False,False
20326,0.16083963030225343,0.05198318898535042,0.08099063306628282,0.08042926976432782,0.3099017819318848,0.9705001823972672,0.09162647590859263,True,4,7,0,False,False,False,False,False,False
20346,0.21914384172095905,0.019813489493231393,0.02262089847012296,0.12226187417779481,0.4876482465431981,0.9526200386927255,0.14716238014955607,True,3,4,3,False,False,False,False,False,False
20482,0.22989294234725233,0.05064315929338163,0.07855924021194938,0.11729746923527018,0.4665545221670841,0.9534562612191311,0.14456506466272356,True,7,3,2,False,False,False,False,False,False
20674,0.20056159955826877,0.01981095379416343,0.022616297616401923,0.09533426166571653,0.37323299577041924,0.9337298464214729,0.2058355052879851,True,5,2,3,False,False,False,False,False,False
20677,0.09261248055820197,0.02223258326012082,0.027010179792789718,0.028196815595929563,0.08796642321880302,0.9475658184005247,0.16286083866301315,True,4,3,2,False,False,False,False,False,False
20740,0.1822538922747613,0.048977295623498854,0.0755366437370192,0.07909752508301456,0.3042432074255328,0.94623903997225,0.16698182566173192,True,7,3,4,False,False,False,False,False,False
20763,0.26328573295711505,0.22025654328227445,0.3863112044419419,0.09015956124658295,0.3512457272792523,0.9831615097595593,0.052300267150151014,True,4,4,3,False,False,False,False,False,False
20828,0.2799690532377767,0.03237123660507227,0.045406077617457366,0.08801680181216266,0.34214115635136305,0.8543597141676391,0.45235992574450967,True,4,4,3,False,False,False,False,False,False
20926,0.14934663400423984,0.03435135366518184,0.048998865523239295,0.09291253867079004,0.3629431104847321,0.9883779583253887,0.03609792600474815,True,2,1,6,False,False,False,False,False,False
20966,0.0898760840185373,0.09335819537008168,0.15606277174705677,0.031546387099686005,0.10219873079570926,0.996340320615178,0.011366749512845886,True,3,4,3,False,False,False,False,False,False
21048,0.2205308064755437,0.04556991424095986,0.06935418166536007,0.13453316399406623,0.5397888773178118,0.9831135082090998,0.05244936044345927,True,5,1,4,False,False,False,False,False,False
21091,0.1556178433620089,0.128964708580651,0.2206683713891904,0.06274111410294685,0.23474492334306316,0.9963166613732157,0.011440235353773143,True,4,1,4,False,False,False,False,False,False
21178,0.17722918691633235,0.01369869637030588,0.01152602169693382,0.12210079378098737,0.48696381698275953,0.9893116977476051,0.033197722069303714,True,3,3,2,False,False,False,False,False,False
21497,0.2908012589880499,0.16662070445445218,0.2889926181123009,0.12901274758863154,0.516332663844944,0.9784035636814559,0.06707849500690477,True,2,1,4,False,False,False,False,False,False
21636,0.04766643441512606,0.04041679610244229,0.06000419882944285,0.02438507958446283,0.07177038164861266,0.9963860470448553,0.01122472276732267,True,6,3,3,False,False,False,False,False,False
21710,0.1588711216870602,0.04085919283712232,0.060806897654646586,0.09974554054937773,0.3919764911128441,0.9923277041122236,0.02382997629368988,True,3,4,2,False,False,False,False,False,False
21752,0.2172855842101836,0.023151766330482007,0.028677975038294258,0.15266862484593677,0.6168463327575007,0.997961147579769,0.006332444834755813,True,3,3,3,False,False,False,False,False,False
21805,0.4287796663481555,0.12509594776595215,0.21364876767715332,0.24284378431464704,1.0,0.9765968288505842,0.07269023136731312,True,4,4,2,False,False,False,False,False,False
21824,0.3828136703413385,0.11754909953893901,0.19995552419018284,0.144538067862231,0.5822996489103605,0.8821040193141365,0.36618583792347215,True,7,4,2,False,False,False,False,False,False
22054,0.3088226074951545,0.09292175077883791,0.15527087268181777,0.08148106006843313,0.3143708321067047,0.8529217947709358,0.45682611769694104,True,5,7,0,False,False,False,False,False,False
22232,0.3190122678570129,0.032551523500832874,0.04573319594379704,0.1748330947526011,0.7110230215181256,0.9355182885931236,0.20028058610911625,True,4,4,3,False,False,False,False,False,False
22358,0.23152933332871525,0.1976379143886739,0.3452712386887047,0.07520402394768995,0.2876997463748196,0.9801619225320254,0.061617014922621394,True,4,2,4,False,False,False,False,False,False
22454,0.23858560493614264,0.047829573702119606,0.07345418026988257,0.12665432910722252,0.5063117590262738,0.9562167768937264,0.13599087551227151,True,3,4,2,False,False,False,False,False,False
22494,0.2074307942595172,0.1725211924856327,0.29969865285322844,0.07152047651878567,0.2720483772598464,0.9837265158327297,0.05054535266547677,True,2,5,1,False,False,False,False,False,False
22604,0.050323237800284325,0.04207157104945464,0.06300667556992803,0.02819049079016035,0.08793954916014486,0.999992356837623,2.3488670780058563e-05,True,5,4,2,False,False,False,False,False,False
22664,0.18875977496203045,0.10894985843641788,0.18435278531456756,0.09607332903064349,0.3763732882066004,0.9982120139589998,0.005553251364923462,True,6,3,3,False,False,False,False,False,False
22702,0.09524318315501397,0.12201656924273013,0.20806144451407507,0.025772504246647995,0.07766554003226254,0.9999990933749868,2.5649187043175203e-06,True,3,1,5,False,False,False,False,False,False
22736,0.25776524469759227,0.028340618740502845,0.03809279528259771,0.1727839956078208,0.7023164125529541,0.9894118892528352,0.0328865262572251,True,5,4,2,False,False,False,False,False,False
22775,0.21912061225685953,0.07547249252634058,0.12361037882648547,0.11635862568519562,0.46256538201698705,0.9770811014269013,0.07118607592710602,True,1,4,2,False,False,False,False,False,False
23056,0.3064513303465895,0.049124703483299226,0.0758041052859231,0.15938670701638266,0.6453914202916786,0.9362015190661739,0.19815846546216687,False,7,3,3,False,False,False,False,True,False
23061,0.21304295600171297,0.1263693453367354,0.21595926107359376,0.09454097179316116,0.36986231225129124,0.9828372907304688,0.05330729468025386,True,5,5,1,False,False,False,False,False,False
23237,0.13076643587114115,0.11420649358613813,0.1938905927359015,0.025504686907017,0.07652758589461167,0.9607595010831986,0.12188112898291026,True,4,3,3,False,False,False,False,False,False
23238,0.2055028813991258,0.12530155359611145,0.21402182549016652,0.017776074800501914,0.0436887632215722,0.8844825636711926,0.3587980554856387,True,4,3,3,False,False,False,False,False,False
23432,0.30026987366623625,0.033945317471822216,0.0482621404304655,0.15719272836292972,0.636069219234591,0.9303033422507072,0.21647826133365222,False,6,4,2,False,False,False,False,False,True
23523,0.2727916281443846,0.23807303046543077,0.41863801024786756,0.06744885164125407,0.2547480695847228,0.9533198354044174,0.14498880460056351,True,3,2,4,False,False,False,False,False,False
23552,0.43350697625933393,0.1930445525019011,0.3369368955500401,0.1795561641169672,0.7310913125891884,0.9251473834590092,0.23249272063877313,False,8,3,3,False,False,False,False,True,False
23809,0.1973959035824436,0.04833418830982237,0.07436976919952648,0.11659159792460967,0.4635552795500007,0.982529704041067,0.05426266199780361,False,7,2,4,False,False,False,True,False,False
24003,0.13932388504966328,0.07642901576684781,0.1253459252743826,0.048273714863474,0.17327303788453172,0.9615735477327969,0.11935269199007548,True,4,1,5,False,False,False,False,False,False
24080,0.33563176392959715,0.06373861215092431,0.10232004991110581,0.14395291697951146,0.5798133466079844,0.8954407256770051,0.32476189526970134,False,7,4,2,False,True,False,False,False,False
24096,0.22654284604347488,0.093164424453095,0.1557111875801068,0.10789782713013359,0.4266155038768001,0.9686729600581274,0.09730184667351782,True,7,3,3,False,False,False,False,False,False
24242,0.24645760614742415,0.03330315546333307,0.0470969810850252,0.12075853300877838,0.481260559674453,0.932062185184264,0.21101527768279416,True,4,3,3,False,False,False,False,False,False
24264,0.34438744745527466,0.17708512104033328,0.3079795912101121,0.13118488889247462,0.5255620781452888,0.9357307518850859,0.1996206730104232,False,5,3,3,False,True,False,False,False,False
24272,0.23131822444152325,0.07029739234463436,0.11422051106633645,0.11278941626049245,0.4473998343396798,0.9573940260504972,0.13233432791855348,False,5,2,4,False,True,False,False,False,False
24353,0.30749133740634266,0.19908067855806252,0.34788903627405965,0.12283798907852672,0.4900961550167625,0.9727981966009978,0.08448882092820587,False,6,3,2,True,False,False,False,False,False
24385,0.214543788859798,0.058424162772802005,0.09267734249937759,0.1034121289420851,0.4075558013931002,0.9538319335430642,0.14339822268691615,False,6,2,3,True,False,False,False,False,True
24577,0.3542530695909929,0.028540802386165277,0.03845601491014414,0.19605715483190295,0.8012039150266242,0.928171662825765,0.22309927883621017,False,7,4,3,False,False,False,True,False,False
24581,0.2853576710155796,0.14370335035235157,0.2474106357592008,0.10859375383838354,0.4295724919427929,0.9423407718144813,0.1790898853447449,True,6,3,4,False,False,False,False,False,False
24684,0.05339714488442426,0.03520283300483992,0.05054381694817043,0.033294456628292196,0.1096262668757839,0.999993045129514,2.1350829318422804e-05,True,4,4,3,False,False,False,False,False,False
24704,0.41819023024504337,0.1637137694332031,0.28371818197029847,0.19740275145740663,0.8069213463539263,0.9472212207445712,0.16393116241090533,True,7,4,3,False,False,False,False,False,False
24764,0.045431475964911004,0.05887212823794928,0.09349014540775717,0.01756699949590122,0.042800403609461996,0.9999986703374464,3.878877513852075e-06,True,3,2,5,False,False,False,False,False,False
24827,0.21870866657854138,0.01654438693539332,0.016689333933271062,0.12550517197252412,0.501428997820286,0.9555674575088161,0.13800766798206698,True,1,4,3,False,False,False,False,False,False
24833,0.19085132648303094,0.059353256534260344,0.09436312002069254,0.10241828187402133,0.4033329516521028,0.9758989314051871,0.07485790777629742,False,7,3,2,False,False,False,True,False,False
24960,0.26215076272166027,0.04050445250423716,0.060163245416423705,0.1557928248027724,0.6301210380944597,0.969038007832582,0.09616800465409736,True,7,5,0,False,False,False,False,False,False
25139,0.28027308131459755,0.02124629668649837,0.02522062979863445,0.171239505380368,0.6957538836020175,0.9614151327369987,0.1198447305431406,True,4,4,3,False,False,False,False,False,False
25164,0.05314974633690106,0.023758798705949297,0.029779394050802672,0.03797513936941367,0.1295144574598179,0.9999498911561036,0.00015538750008259328,True,5,5,2,False,False,False,False,False,False
25192,0.06325536980807027,0.03750863858743449,0.05472754455555328,0.039257994428996,0.1349653002807848,0.9999763311590497,7.326458787271228e-05,True,5,1,6,False,False,False,False,False,False
25289,0.12357628907489905,0.06469742269912569,0.10405974652344824,0.03049938308910501,0.09775001755100564,0.9456153209500502,0.16891910315024328,True,4,4,3,False,False,False,False,False,False
25291,0.15881194917101651,0.08212411021715091,0.13567928731420184,0.03292297120918077,0.10804782774134525,0.9250778370563072,0.23270873245750245,True,3,3,4,False,False,False,False,False,False
25338,0.6125284141230897,0.12376125932846825,0.21122706616627712,0.15490723580772547,0.6263581762029921,0.6780434488635165,1.0,True,2,4,3,False,False,False,False,False,False
25397,0.1556543247940848,0.06857639777197594,0.11109788331309577,0.05564018981158303,0.2045731421221887,0.9512904972988341,0.15129194894696996,True,4,1,5,False,False,False,False,False,False
25426,0.08969810565972193,0.06164184174528273,0.09851560243355433,0.04747174327079663,0.16986546579295958,0.9997702841163072,0.0007132487526518849,True,5,4,2,False,False,False,False,False,False
25448,0.16858741384510145,0.09291152719692658,0.1552523226868782,0.05922919437173557,0.21982279920152725,0.957924355411494,0.13068711964689894,True,5,1,5,False,False,False,False,False,False
25790,0.19960607539253974,0.08174329990635254,0.1349883328718631,0.07790417775028177,0.29917268235494193,0.946987464719393,0.1646572109508142,True,2,3,2,False,False,False,False,False,False
25806,0.12326962479128338,0.04677368372720442,0.07153833963190447,0.06572230078079755,0.2474119661859353,0.9836256739501705,0.05085856855601034,True,3,2,3,False,False,False,False,False,False
25898,0.17785231876661176,0.06037013370819347,0.09620817458123981,0.08361732805191922,0.32344782090171154,0.963328767858362,0.11390096081688394,True,5,4,3,False,False,False,False,False,False
25953,0.22235497752654634,0.06066502648525651,0.09674323749457885,0.0763512579812492,0.2925743363365502,0.9105773599083296,0.27774735874851,True,5,3,4,False,False,False,False,False,False
25977,0.269523725813224,0.23758536563931948,0.4177531755456046,0.07937834886277881,0.30543642584288316,0.9725107683127582,0.08538157605118413,True,3,1,6,False,False,False,False,False,False
26026,0.2208064891687106,0.04387265925108936,0.0662746277725729,0.1137871735774428,0.4516392987028142,0.9534754252375827,0.14450554103074464,True,4,5,2,False,False,False,False,False,False
26044,0.2010527570247077,0.03863115802409557,0.05676427982605184,0.12927842211578786,0.5174615131862993,0.9906849206532538,0.028932478061772016,True,3,4,3,False,False,False,False,False,False
26153,0.15017346738877266,0.08158273374818861,0.13469699648435815,0.07966405899076612,0.3066504063221153,0.9970466126711663,0.009172999359844503,True,5,3,3,False,False,False,False,False,False
26174,0.27645906124267616,0.16162401906018187,0.2799264718650997,0.08995986891780347,0.3503972358705002,0.9359133646349662,0.19905347599242862,True,3,1,5,False,False,False,False,False,False
26191,0.18459738700168146,0.0933382643735227,0.1560266083076168,0.06845660463305145,0.2590300055053989,0.9553331120875694,0.13873554719202863,True,3,3,3,False,False,False,False,False,False
26342,0.1911126013974195,0.13112996266699004,0.22459707785360178,0.07997827531595682,0.30798550944822684,0.9868785133906572,0.040755216890429935,True,3,3,3,False,False,False,False,False,False
26410,0.11976429461403403,0.03409359725003965,0.04853118401611197,0.07031638049186834,0.26693218105743677,0.9858887220093288,0.043829518768553344,True,5,1,6,False,False,False,False,False,False
26503,0.09423718583889173,0.1391435283748615,0.2391371485077257,0.00749393077497551,0.0,0.9859708562470708,0.04357440900894949,True,4,1,6,False,False,False,False,False,False
26587,0.15854657351065485,0.03481669221955444,0.049843190721948205,0.08538240429728594,0.3309476184109086,0.9694626984409598,0.09484891139910778,True,2,3,4,False,False,False,False,False,False
26701,0.12386984205984547,0.07489256197159821,0.12255813422678666,0.056751107072072156,0.2092934223508818,0.9871995836077025,0.03975796960186795,True,4,4,1,False,False,False,False,False,False
26727,0.17645889598860923,0.17575172427419122,0.30556023334914867,0.05812593718659413,0.2151350665832638,0.9972048901185848,0.008681388033415227,True,3,2,3,False,False,False,False,False,False
26794,0.24577997154875605,0.039654177548191456,0.05862047926374926,0.13631817438684224,0.5473733748899554,0.957712205142685,0.13134606049256348,True,4,5,0,False,False,False,False,False,False
26982,0.2664235900077849,0.2132116828538013,0.3735287837178159,0.08105040530823802,0.3125409828260783,0.9635541236520819,0.1132010034794606,True,4,3,3,False,False,False,False,False,False
26995,0.21938886355028975,0.18029875594977954,0.3138105134666065,0.06722569929715826,0.25379989672317393,0.9708447709417276,0.09055618046108882,True,3,2,4,False,False,False,False,False,False
27129,0.21932303259007147,0.053274844683558295,0.08333425459474879,0.08943447959956136,0.3481648600676678,0.9270864427760472,0.22646998310779787,True,2,3,3,False,False,False,False,False,False
27143,0.1768715211605901,0.14107776910296793,0.24264669692524554,0.07518712048472342,0.2876279236703977,0.9998904723554372,0.0003399428861270426,True,5,3,3,False,False,False,False,False,False
27170,0.2312891026552654,0.13192145388712112,0.22603318491035435,0.11749924311232213,0.46741185806093427,0.999863968219995,0.0004222649945075929,False,6,2,4,False,False,False,True,False,False
27225,0.10769258042254153,0.07260983513083989,0.11841628142883821,0.05563612266018821,0.20455586082231259,0.999965920880548,0.00010559901647377856,True,4,4,2,False,False,False,False,False,False
27237,0.13744132246645138,0.025276601270390348,0.032533343706984526,0.09651353628699627,0.37824372598139416,0.999501885440213,0.0015468977109754922,True,4,3,3,False,False,False,False,False,False
27243,0.1536025129632507,0.10383983281756094,0.17508099092850785,0.07456658635597503,0.2849912781853229,0.9997631943053829,0.0007352697759214211,True,3,2,4,False,False,False,False,False,False
27305,0.19852153974261613,0.031017062825061874,0.04294902127611202,0.13441513720562048,0.5392873822598347,0.9957088138875492,0.01332821569190168,True,4,6,0,False,False,False,False,False,False
27315,0.255604631777038,0.0461586873263692,0.07042247043632371,0.1570097377792253,0.6352916934322493,0.9803284652889793,0.061099731462540996,True,3,3,3,False,False,False,False,False,False
27355,0.12031534032051433,0.058681161504614825,0.09314364924156954,0.07042313701264542,0.26738578882124653,0.9998657976074965,0.0004165828987269249,True,2,2,4,False,False,False,False,False,False
27509,0.22996155240538294,0.21928560509900807,0.3845495030595457,0.05490921447534214,0.2014672326633682,0.9665589697854217,0.10386792149323487,True,3,2,3,False,False,False,False,False,False
27559,0.21953373371292365,0.0795147334738345,0.13094475045581175,0.12105077600055465,0.48250229824951874,0.9854622476301363,0.04515415243344045,True,3,4,1,False,False,False,False,False,False
27589,0.12249678539630328,0.06888963647658358,0.11166623366581424,0.05368198427456208,0.1962527395063831,0.9808205269599923,0.0595713830167125,True,4,3,2,False,False,False,False,False,False
27596,0.1376838290305855,0.05761844551553058,0.09121542326453984,0.06418974925404822,0.24090016469679182,0.9739420827622762,0.08093589913042476,True,4,1,4,False,False,False,False,False,False
27599,0.15444886510348435,0.10418581532510102,0.17570875268751884,0.043052102404558305,0.15108644044084338,0.9560363117056003,0.13655140218209083,True,2,1,4,False,False,False,False,False,False
27722,0.16000645973340846,0.03780215950175425,0.05526011831712864,0.03838695536485123,0.1312642609512747,0.9055073049373421,0.29349499993182204,True,5,3,4,False,False,False,False,False,False
27730,0.25649242985502535,0.051159000830721835,0.07949519964282933,0.0913691654527149,0.35638532769939046,0.892596283097165,0.3335967622228563,False,5,3,4,True,False,False,False,False,False
27751,0.2173399058676786,0.1731719748080568,0.30087945317276743,0.05867735841744086,0.2174780518137763,0.9569665049801787,0.13366221261649203,True,3,4,3,False,False,False,False,False,False
